date,open,close,high,low,volume,money
2021-09-28,18.7,18.79,18.95,18.51,31859286.0,597622297.4
2021-09-29,18.57,18.48,18.6,18.25,26317898.0,484931813.31
2021-09-30,18.48,18.48,18.48,18.48,0.0,0.0
